LP_Folder,LP_Catalog,LP_Title,Side,Track_No,Track_Title,Track_Year,Match_Status,Disc_Date,Disc_Title,Disc_AltTitle,Singer,Master,Matrix,Note
Bailarin Compadrito,AVS-4579,Bailarin Compadrito,B,6,Mimí Pinsón,1973,matched,12/14/1973,Mimí Pinsón,,Osvaldo Ramos,Tape-S,15319,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",A,1,"Bailate Un Tango, Ricardo",1966,matched,11/10/1966,Bailate un Tango Ricardo,,Osvaldo Ramos,Tape-S,6500,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",A,2,Me Diste Un Beso,1966,matched,11/22/1966,Me Diste un Beso,,Osvaldo Ramos,Tape-S,6665,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",A,3,Al Gran Maestro D'Arienzo,1966,matched,11/17/1966,Al Gran Maestro D'Arienzo,,Instrumental,Tape-S,6521,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",A,4,Un Trabajo Flor Y Flor,1966,matched,11/10/1966,Un Trabajo Flor y Flor,,Armando Laborde,Tape-S,6497,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",A,5,Argañaráz,1966,matched,11/10/1966,Argañaraz,Aquellas Farras,Armando Laborde,Tape-S,6499,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",A,6,Virgen De La Serrania,1966,matched,11/17/1966,Virgen de la Serranía,,Ramos y Laborde,Tape-S,6519,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",B,1,Para Siempre,1966,matched,11/10/1966,Para Siempre,,Osvaldo Ramos,Tape-S,6492,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",B,2,Presente Barra Querida,1966,matched,11/10/1966,Presente Barra Querida,,Osvaldo Ramos,Tape-S,6498,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",B,3,Amor De Fortinera,1966,matched,11/17/1966,Amor de Fortinera,,Ramos y Laborde,Tape-S,6516,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",B,4,Arrorro Nené,1966,matched_variant,11/17/1966,Arroró Nene,,Armando Laborde,Tape-S,6517,fuzzy 0.96 of 'Arroró Nene'
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",B,5,"Azul, Siempre Azul",1966,matched,11/17/1966,Azul Siempre Azul,,Osvaldo Ramos,Tape-S,6518,
Bailate un Tango Ricardo,AVL-3730,"Bailate un Tango Ricardo, Ricardo",B,6,Orlando Goñi,1966,matched,11/17/1966,Orlando Goñi,,Instrumental,Tape-S,6520,
Barrio Reo,AVL/AVS-3854,Barrio Reo,A,1,El Opio,1967,matched,11/14/1967,El Opio,,Instrumental,Tape-S,7525,
Barrio Reo,AVL/AVS-3854,Barrio Reo,A,2,"Portero, Suba Y Díga",1967,matched,11/28/1967,Portero Suba y Diga,,Armando Laborde,Tape-S,7544,
Barrio Reo,AVL/AVS-3854,Barrio Reo,A,3,C.T.V.,1967,matched_variant,11/28/1967,Ctv,,Instrumental,Tape-S,,variant of 'Ctv'
Barrio Reo,AVL/AVS-3854,Barrio Reo,A,4,Cuéntame Tu Pena,1967,matched,11/14/1967,Cuéntame Tu Pena,,Osvaldo Ramos,Tape-S,7527,
Barrio Reo,AVL/AVS-3854,Barrio Reo,A,5,Milagro De Tango,1967,matched,11/14/1967,Milagro de Tango,,Armando Laborde,Tape-S,7528,
Barrio Reo,AVL/AVS-3854,Barrio Reo,A,6,La Trilla,1967,matched,11/14/1967,La Trilla,,Instrumental,Tape-S,7531,
Barrio Reo,AVL/AVS-3854,Barrio Reo,B,1,Barrio Reo,1967,matched,11/14/1967,Barrio Reo,,Armando Laborde,Tape-S,7526,
Barrio Reo,AVL/AVS-3854,Barrio Reo,B,2,Canaro en París,1967,matched,11/28/1967,Canaro en París,,Instrumental,Tape-S,7542,
Barrio Reo,AVL/AVS-3854,Barrio Reo,B,3,La Mariposa,1967,matched,11/14/1967,La Mariposa,,Osvaldo Ramos,Tape-S,,
Barrio Reo,AVL/AVS-3854,Barrio Reo,B,4,Tinta Verde,1967,matched,11/14/1967,Tinta Verde,,Instrumental,Tape-S,7532,
Barrio Reo,AVL/AVS-3854,Barrio Reo,B,5,Me Vio Tu Barrio,1967,matched,11/14/1967,Me Vio Tu Barrio,,Osvaldo Ramos,Tape-S,7529,
Barrio Reo,AVL/AVS-3854,Barrio Reo,B,6,Adiós Bardi,1967,matched,11/14/1967,Adiós Bardi,,Instrumental,Tape-S,7530,
Che Timbero,AVL-3688,Che Timbero,A,1,Che Timbero,1965,matched,9/27/1965,Che Timbero,,Armando Laborde,Tape-S,5376,
Che Timbero,AVL-3688,Che Timbero,A,2,"Nada, Nada Más Que Amor",1965,matched,11/18/1965,Nada Nada Más Que Amor,,Osvaldo Ramos,Tape-S,5478,
Che Timbero,AVL-3688,Che Timbero,A,3,La Mimada,1965,matched,9/27/1965,La Mimada,,Ramos y Laborde,Tape-S,5377,
Che Timbero,AVL-3688,Che Timbero,A,4,Calla,1965,matched,10/14/1965,Calla,,Armando Laborde,Tape-S,5395,
Che Timbero,AVL-3688,Che Timbero,A,5,Desconocidos,1965,matched,9/2/1965,Desconocidos,,Osvaldo Ramos,Tape-S,5325,
Che Timbero,AVL-3688,Che Timbero,A,6,Formidable,1962,matched,9/10/1962,Formidable,,Instrumental,Tape,3454,
Che Timbero,AVL-3688,Che Timbero,B,1,Tucumán,1950,matched,9/28/1950,Tucumán,,Instrumental,Micro,BAVE-093890,
Che Timbero,AVL-3688,Che Timbero,B,2,Ya Lo Ves,1964,matched,11/18/1964,Ya Lo Ves,,Armando Laborde,Tape-S,4663,
Che Timbero,AVL-3688,Che Timbero,B,3,Suerte Loca,1964,matched,10/9/1964,Suerte Loca,,Armando Laborde,Tape-S,4561,
Che Timbero,AVL-3688,Che Timbero,B,4,Solo Un Renglón,1965,matched,9/27/1965,Sólo un Renglón,,Osvaldo Ramos,Tape-S,5375,
Che Timbero,AVL-3688,Che Timbero,B,5,Julieta y Romeo,1965,matched,9/2/1965,Julieta y Romeo,,Armando Laborde,Tape-S,,
Che Timbero,AVL-3688,Che Timbero,B,6,Junto A Mi China,1965,matched,9/27/1965,Junto a Mi China,,Ramos y Laborde,Tape-S,5378,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,A,1,El Arroyito,1970,matched,12/16/1970,El Arroyito,,Instrumental,Tape-S,11128,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,A,2,El Carrerito,1970,matched,12/16/1970,El Carrerito,,Osvaldo Ramos,Tape-S,11136,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,A,3,Elegante Papirusa,1970,matched,12/16/1970,Elegante Papirusa,,Instrumental,Tape-S,11135,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,A,4,Sin Dobleces,1971,matched,11/26/1971,Sin Dobleces,,Armando Laborde,Tape-S,12239,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,A,5,Zapatitos De Raso,1970,matched,10/29/1970,Zapatitos de Raso,,Ramos y Laborde,Tape-S,10855,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,A,6,La Biyarda,1971,matched,11/26/1971,La Biyarda,,Instrumental,Tape-S,12198,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,B,1,El Taura,1970,matched,8/21/1970,El Taura,,Instrumental,Tape-S,10515,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,B,2,Con Alma Y Nervio,1970,matched,12/16/1970,Con Alma y Nervio,,Armando Laborde,Tape-S,11132,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,B,3,La Cautiva,1970,matched,8/21/1970,La Cautiva,,Instrumental,Tape-S,10517,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,B,4,Paciencia,1970,matched,12/16/1970,Paciencia,,Alberto Echagüe,Tape-S,11133,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,B,5,Un Lamento,1969,matched,10/20/1969,Un Lamento,,Instrumental,Tape-S,9567,
Con Alma y Nervio,AVS-4099,Con Alma y Nervio,B,6,De Corte Arrabalero,1971,matched,11/26/1971,De Corte Arrabalero,,Instrumental,Tape-S,12200,
Con tu Compas,AVL-3883,Con Tu Compás,A,1,Mariposita,1969,matched,9/18/1969,Mariposita,,Instrumental,Tape-S,9486,
Con tu Compas,AVL-3883,Con Tu Compás,A,2,Solo Tuya,1969,matched,8/12/1969,Sólo Tuya,,Osvaldo Ramos,Tape-S,9443,
Con tu Compas,AVL-3883,Con Tu Compás,A,3,El Incendio,1969,matched,9/18/1969,El Incendio,,Instrumental,Tape-S,9490,
Con tu Compas,AVL-3883,Con Tu Compás,A,4,Con Tu Compás,1969,matched,8/1/1969,Con Tu Compás,,Armando Laborde,Tape-S,9173,
Con tu Compas,AVL-3883,Con Tu Compás,A,5,El Jaguar,1969,matched,9/18/1969,El Jaguar,,Instrumental,Tape-S,9489,
Con tu Compas,AVL-3883,Con Tu Compás,A,6,Gotas De Veneno,1969,matched,8/12/1969,Gotas de Veneno,,Armando Laborde,Tape-S,9442,
Con tu Compas,AVL-3883,Con Tu Compás,B,1,El Arranque,1969,matched,9/18/1969,El Arranque,,Instrumental,Tape-S,9488,
Con tu Compas,AVL-3883,Con Tu Compás,B,2,Aquel Abril,1969,matched,8/1/1969,Aquel Abril,,Osvaldo Ramos,Tape-S,9178,
Con tu Compas,AVL-3883,Con Tu Compás,B,3,Las Cuarenta,1969,matched,8/1/1969,Las Cuarenta,,Alberto Echagüe,Tape-S,9176,
Con tu Compas,AVL-3883,Con Tu Compás,B,4,Sin Ti,1969,matched,8/1/1969,Sin Ti,,Osvaldo Ramos,Tape-S,9172,
Con tu Compas,AVL-3883,Con Tu Compás,B,5,Pregonera,1969,matched,9/18/1969,Pregonera,,Ramos y Laborde,Tape-S,9496,
Con tu Compas,AVL-3883,Con Tu Compás,B,6,La Chiflada,1969,matched,9/18/1969,La Chiflada,El Silbido,Instrumental,Tape-S,9492,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,A,1,Cumpleaños de mi Esposa,1963,matched,8/1/1963,Cumpleaños de Mi Esposa,,Jorge Valdez,Tape-S,3943,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,A,2,Del Tiempo De La Morocha,1962,matched,9/12/1962,Del Tiempo de la Morocha,,Horacio Palma,Tape,3465,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,A,3,El Tigre De Almagro,1962,matched,10/10/1962,El Tigre de Almagro,,Horacio Palma,Tape-S,3534,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,A,4,La Paparruchita,1962,matched,9/6/1962,La Paparruchita,,Instrumental,Tape,3446,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,A,5,Déjame Con Mis Centavos,1962,matched,9/10/1962,Déjame con Mis Centavos,,Jorge Valdez,Tape,3453,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,A,6,Caña,1964,matched,6/30/1964,Caña,,Armando Laborde,Tape,4396,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,B,1,Nada,1964,matched,6/30/1964,Nada,,Jorge Valdez,Tape,4394,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,B,2,Prometedora,1962,matched,9/10/1962,Prometedora,,Horacio Palma,Tape,3451,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,B,3,Yuyo Brujo,1964,matched,6/30/1964,Yuyo Brujo,,Armando Laborde,Tape,4397,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,B,4,Hola Ricurita,1962,matched,11/13/1962,Hola Ricurita,,Jorge Valdez,Tape-S,3583,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,B,5,Color Esperanza,1961,matched,7/11/1961,Color Esperanza,,Jorge Valdez,Tape,2507,
Cumpleanos de Mi Esposa,AVL-3537,Cumpleaños de mi Esposa,B,6,Qué Falta Que Me Hacés,1964,matched,6/30/1964,Qué Falta Que Me Hacés,,Jorge Valdez,Tape,4395,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,A,1,La Cumparsita,1963,matched,12/10/1963,La Cumparsita,Si Supieras,Instrumental,Tape,4120,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,A,2,A Media Luz,1963,matched,12/17/1963,A Media Luz,,Instrumental,Tape,4131,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,A,3,La Catrera,1963,matched,12/10/1963,La Catrera,,Instrumental,Tape-S,4119,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,A,4,Felicia,1963,matched,11/6/1963,Felicia,,Instrumental,Tape-S,4059,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,A,5,El Choclo,1963,matched,12/4/1963,El Choclo,,Instrumental,Tape-S,4107,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,A,6,Derecho Viejo,1963,matched,11/13/1963,Derecho Viejo,,Instrumental,Tape-S,4071,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,B,1,La Puñalada,1963,matched,12/10/1963,La Puñalada,,Instrumental,Tape,4118,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,B,2,El Irresistible,1963,matched,11/13/1963,El Irresistible,,Instrumental,Tape-S,4069,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,B,3,El Entrerriano,1963,matched,12/4/1963,El Entrerriano,,Instrumental,Tape-S,4108,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,B,4,Pimienta,1963,matched,12/17/1963,Pimienta,,Instrumental,Tape,4129,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,B,5,La Morocha,1963,matched,11/13/1963,La Morocha,,Instrumental,Tape-S,4070,
DArienzo for Export Vol 1,AVL-3512,D'Arienzo For Export - Vol.1,B,6,A La Gran Muñeca,1963,matched,12/17/1963,A la Gran Muñeca,,Instrumental,Tape,4130,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,A,1,Pura Trampa,1966,matched,8/3/1966,Pura Trampa,,Instrumental,Tape-S,6166,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,A,2,La Payanca,1966,matched,7/25/1966,La Payanca,,Instrumental,Tape-S,6144,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,A,3,"Vea, Vea",1966,matched,7/25/1966,Vea Vea,,Instrumental,Tape-S,6147,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,A,4,Nueve de Julio,1966,matched,8/3/1966,Nueve de Julio,9 de Julio,Instrumental,Tape-S,6165,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,A,5,De Mi Flor,1966,matched,8/3/1966,De Mi Flor,,Instrumental,Tape-S,6164,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,A,6,Entre Dos Fuegos,1966,matched,7/25/1966,Entre Dos Fuegos,,Instrumental,Tape-S,6148,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,B,1,El Once,1966,matched,8/3/1966,El Once,,Instrumental,Tape-S,6167,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,B,2,Hotel Victoria,1966,matched,8/3/1966,Hotel Victoria,,Instrumental,Tape-S,6168,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,B,3,Rodriguez Peña,1966,matched,7/25/1966,Rodríguez Peña,,Instrumental,Tape-S,6146,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,B,4,La Viruta,1966,matched,7/25/1966,La Viruta,,Instrumental,Tape-S,6145,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,B,5,Benguria,1966,matched,8/3/1966,Benguria,,Instrumental,Tape-S,6163,
DArienzo for Export Vol 2,AVL/AVS-3705,D'Arienzo For Export - Vol.2,B,6,El Amanecer,1966,matched,7/25/1966,El Amanecer,,Instrumental,Tape-S,6143,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,A,1,Organito de la Tarde,1967,matched,7/27/1967,Organito de la Tarde,,Instrumental,Tape-S,6994,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,A,2,Qué Noche,1967,matched,7/27/1967,Qué Noche,,Instrumental,Tape-S,6995,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,A,3,Papas Calientes,1967,matched,7/27/1967,Papas Calientes,,Instrumental,Tape-S,6999,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,A,4,Inspiración,1967,matched,7/27/1967,Inspiración,,Instrumental,Tape-S,6996,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,A,5,La Clavada,1967,matched,8/16/1967,La Clavada,,Instrumental,Tape-S,7027,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,A,6,El Chupete,1967,matched,7/27/1967,El Chupete,,Instrumental,Tape-S,6998,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,B,1,Ahí Va El Dulce,1967,matched,7/27/1967,Ahí Va el Dulce,,Instrumental,Tape-S,6997,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,B,2,El Horizonte,1967,matched,8/21/1967,El Horizonte,,Instrumental,Tape-S,7195,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,B,3,La Guitarrita,1967,matched,8/16/1967,La Guitarrita,,Instrumental,Tape-S,7028,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,B,4,El Tamango,1967,matched,8/16/1967,El Tamango,,Instrumental,Tape-S,7026,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,B,5,Sollozos,1967,matched,8/21/1967,Sollozos,,Instrumental,Tape-S,7190,
DArienzo for Export Vol 3,AVL-3759,D'Arienzo For Export - Vol.3,B,6,La Racha,1967,matched,8/2/1967,La Racha,,Instrumental,Tape-S,7012,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,A,1,La Guiñada,1973,matched,12/14/1973,La Guiñada,,Instrumental,Tape-S,15321,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,A,2,Bar Exposición,1973,matched,12/14/1973,Bar Exposición,Cosa Linda Barata,Instrumental,Tape-S,15314,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,A,3,Zorro Gris,1973,matched,12/14/1973,Zorro Gris,,Instrumental,Tape-S,15323,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,A,4,Milonga de Mis Amores,1970,matched,12/16/1970,Milonga de Mis Amores,,Instrumental,Tape-S,11126,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,A,5,Criolla Linda,1970,matched,10/29/1970,Criolla Linda,,Instrumental,Tape-S,10856,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,A,6,Gallo Ciego,1969,matched,9/18/1969,Gallo Ciego,,Instrumental,Tape-S,9494,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,B,1,El Pillete,1973,matched,12/14/1973,El Pillete,,Instrumental,Tape-S,15325,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,B,2,Viernes 13,1973,matched,12/14/1973,Viernes Trece,Viernes 13,Instrumental,Tape-S,15324,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,B,3,Primerísimo,1973,matched,12/14/1973,Primerísimo,,Instrumental,Tape-S,15315,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,B,4,Germaine,1969,matched,10/20/1969,Germaine,,Instrumental,Tape-S,9570,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,B,5,El Estagiario,1970,matched,8/21/1970,El Estagiario,,Instrumental,Tape-S,10514,
DArienzo for Export Vol 4,AVS-4210,D'Arienzo For Export - Vol.4,B,6,Este Es El Rey,1971,matched,11/26/1971,Este Es el Rey,,Instrumental,Tape-S,12199,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,A,1,Nueve Puntos,1965,matched,8/11/1965,Nueve Puntos,,Instrumental,Tape-S,5268,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,A,2,Tiempos Viejos,1965,matched,8/12/1965,Tiempos Viejos,Te Acordás Hermano,Armando Laborde,Tape-S,5275,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,A,3,La Tablada,1965,matched,8/11/1965,La Tablada,,Instrumental,Tape-S,5269,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,A,4,El Internado,1965,matched,8/27/1965,El Internado,,Instrumental,Tape-S,5323,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,A,5,Yo No Sé Que Me Han Hecho Tus Ojos,1965,matched_variant,8/12/1965,Yo No Sé Qué Me Han Echo Tus Ojos,,Osvaldo Ramos,Tape-S,5274,fuzzy 0.99 of 'Yo No Sé Qué Me Han Echo Tus Ojos'
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,A,6,El Alacrán,1965,matched,8/27/1965,El Alacrán,,Instrumental,Tape-S,5322,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,B,1,Sentimiento Gaucho,1965,matched,8/11/1965,Sentimiento Gaucho,,Osvaldo Ramos,Tape-S,5270,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,B,2,El Triunfo,1965,matched,8/12/1965,El Triunfo,,Instrumental,Tape-S,5276,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,B,3,Se Acabaron Los Otarios,1965,matched,8/27/1965,Se Acabaron los Otarios,,Armando Laborde,Tape-S,5324,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,B,4,El Pollito,1965,matched,8/11/1965,El Pollito,,Instrumental,Tape-S,5271,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,B,5,El Chamuyo,1965,matched,8/11/1965,El Chamuyo,,Instrumental,Tape-S,5272,
DArienzo Interpreta a Canaro,AVL-3603,Juan D'Arienzo Interpreta a Canaro,B,6,Charamusca,1965,matched,8/11/1965,Charamusca,,Instrumental,Tape-S,5273,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,A,1,Mala Suerte,1974,matched,12/11/1974,Mala Suerte,,Alberto Echagüe,Tape-S,16791,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,A,2,Sombras Nada Más,1974,matched,12/11/1974,Sombras Nada Más,,Osvaldo Ramos,Tape-S,16790,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,A,3,Churrasca,1974,matched,12/11/1974,Churrasca,,Armando Laborde,Tape-S,16792,
