Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup
Héctor Varela,Orquesta Héctor Varela,1955-04-28,Amarras,,Tango,Instrumental,Columbia,,,,Carlos Marchisio,Carmelo Santiago,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-05-19,A Mis Manos,,Milonga,Argentino Ledesma,Columbia,,,,Alfredo Gobbi,Julio Camilloni,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-05-19,Charamusca,,Tango,Instrumental,Columbia,,,,Francisco Canaro,,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-06-01,Fumando Espero,,Tango,Argentino Ledesma,Columbia,,,,Juan Masanas,Félix Garzo,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-06-01,Noches de Brasíl,,Tango,Argentino Ledesma,Columbia,,,,Héctor Varela,Enrique Lary,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-07-15,Sentimiento Gaucho,,Tango,Instrumental,Columbia,,,,"Francisco Canaro, Rafael Canaro",Juan Caruso,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-07-22,Risque,Olvídame,Tango,Rodolfo Lesica,Columbia,,,,Ary Barroso,Horacio Sanguinetti,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-10-07,Caifas,,Tango,Instrumental,Columbia,,,,Juan Noli,,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-10-07,Viejo Rincón,,Tango,Argentino Ledesma,Columbia,,,,Raúl Hoyos,Roberto Cayol,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-10-19,Portero Suba y Diga,,Tango,Argentino Ledesma,Columbia,,,,Eduardo De Labar,Luis Amadori,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
