Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1953,Desde El Alma,,Vals,Instrumental,Disco TK,Tape,Rosita Melo,"Víctor Vélez, Homero Manzi",,50-57 Típica,Horacio Salgán,Angel Alegre,"Ernesto Baffa, Abelardo Alfonsin, Antonio Scelza, Héctor Díaz","Víctor Felice, Alberto Del Mónaco, Ramón Coronel, Pedro Desdrets, Victorio Casagrande (Viola), Adriano Fanelli (Cello)"
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1953,La Cautiva,,Tango,Instrumental,Disco TK,Tape,Alejandro Flores,Claudio Frollo,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1953,Malevaje,,Tango,Ángel Díaz,Disco TK,Tape,Juan Filiberto,Enrique Discepolo,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1953,Margarita Gauthier,,Tango,Roberto Goyeneche,Disco TK,Tape,Joaquín Mora,Julio Nelson,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1953,Nueve De Julio,9 De Julio,Tango,Instrumental,Disco TK,Tape,José Padula,Lito Bayardo,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1953,Pan,,Tango,Roberto Goyeneche,Disco TK,Tape,Eduardo Pereyra,Celedonio Flores,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1954,A Fuego Lento,,Tango,Instrumental,Disco TK,Tape,Horacio Salgán,,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1954,El Vino Triste,,Tango,Ángel Díaz,Disco TK,Tape,Juan D’Arienzo,Manuel Romero,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1954,Grillito,,Tango,Instrumental,Disco TK,Tape,Horacio Salgán,,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1954,Por El Camino,,Vals,Roberto Goyeneche,Disco TK,Tape,Carlos Flores,Benjamín Lara,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1955,"Alma, Corazón Y Vida",,Vals,Ángel Díaz y Roberto Goyeneche,Disco TK,Tape,Adrián Albán,Adrián Albán,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1955,Silbando,,Tango,Ángel Díaz,Disco TK,Tape,"Cátulo Castillo, Sebastián Piana",José Castillo,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1955,Sueño Azul,,Tango,Instrumental,Disco TK,Tape,Francisco De Caro,Mario Gomila,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1955,Sus Ojos Se Cerraron,,Tango,Roberto Goyeneche,Disco TK,Tape,Carlos Gardel,Alfredo Le Pera,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1956,Retirao,El Retirao,Tango,Instrumental,Disco TK,Tape,Carlos Posadas,,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1956,Un Cielo Para Los Dos,,Vals,Roberto Goyeneche y Ángel Díaz,Disco TK,Tape,Ángel Cabral,Enrique Dizeo,,50-57 Típica,Horacio Salgán,,,
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1957,Entre Tango Y Tango,,Tango,Instrumental,Telefunken,Tape,Horacio Salgán,Jesús Otero,Horacio Salgán,50-57 Típica,Horacio Salgán,Rafael Ferro,"Ernesto Baffa, Américo Figola, Antonio Scelza, Mario Montagna, Ismael Paz (Bass Clarinet)","Víctor Felice, Ariol Aroldo Gessaghi, José Paz, David Aszenmil, Ramón Coronel, Francisco Sammartino (Viola), Ignacio Fuster (Cello)"
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1957,Flores Negras,,Tango,Instrumental,Telefunken,Tape,Francisco De Caro,Mario Gomila,,50-57 Típica,Horacio Salgán,Rafael Ferro,"Ernesto Baffa, Américo Figola, Antonio Scelza, Mario Montagna, Ismael Paz (Bass Clarinet)","Víctor Felice, Ariol Aroldo Gessaghi, José Paz, David Aszenmil, Ramón Coronel, Francisco Sammartino (Viola), Ignacio Fuster (Cello)"
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1957,Homenaje,,Milonga,Instrumental,Telefunken,Tape,Horacio Salgán,,,50-57 Típica,Horacio Salgán,Rafael Ferro,"Ernesto Baffa, Américo Figola, Antonio Scelza, Mario Montagna, Ismael Paz (Bass Clarinet)","Víctor Felice, Ariol Aroldo Gessaghi, José Paz, David Aszenmil, Ramón Coronel, Francisco Sammartino (Viola), Ignacio Fuster (Cello)"
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1957,La Cachila,,Tango,Instrumental,Telefunken,Tape,Eduardo Arolas,,,50-57 Típica,Horacio Salgán,Rafael Ferro,"Ernesto Baffa, Américo Figola, Antonio Scelza, Mario Montagna, Ismael Paz (Bass Clarinet)","Víctor Felice, Ariol Aroldo Gessaghi, José Paz, David Aszenmil, Ramón Coronel, Francisco Sammartino (Viola), Ignacio Fuster (Cello)"
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1957,La Casita De Mis Viejos,,Tango,Edmundo Rivero,Telefunken,Tape,Juan Cobián,Enrique Cadícamo,,50-57 Típica,Horacio Salgán,Rafael Ferro,"Ernesto Baffa, Américo Figola, Antonio Scelza, Mario Montagna, Ismael Paz (Bass Clarinet)","Víctor Felice, Ariol Aroldo Gessaghi, José Paz, David Aszenmil, Ramón Coronel, Francisco Sammartino (Viola), Ignacio Fuster (Cello)"
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1957,La Última Curda,,Tango,Edmundo Rivero,Telefunken,Tape,Aníbal Troilo,Cátulo Castillo,,50-57 Típica,Horacio Salgán,Rafael Ferro,"Ernesto Baffa, Américo Figola, Antonio Scelza, Mario Montagna, Ismael Paz (Bass Clarinet)","Víctor Felice, Ariol Aroldo Gessaghi, José Paz, David Aszenmil, Ramón Coronel, Francisco Sammartino (Viola), Ignacio Fuster (Cello)"
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1957,Milonguero Viejo,,Tango,Instrumental,Telefunken,Tape,Carlos Di Sarli,,,50-57 Típica,Horacio Salgán,Rafael Ferro,"Ernesto Baffa, Américo Figola, Antonio Scelza, Mario Montagna, Ismael Paz (Bass Clarinet)","Víctor Felice, Ariol Aroldo Gessaghi, José Paz, David Aszenmil, Ramón Coronel, Francisco Sammartino (Viola), Ignacio Fuster (Cello)"
Horacio Salgán,Horacio Salgán y su Gran Orquesta Típica,1957,Responso,,Tango,Instrumental,Telefunken,Tape,Aníbal Troilo,,,50-57 Típica,Horacio Salgán,Rafael Ferro,"Ernesto Baffa, Américo Figola, Antonio Scelza, Mario Montagna, Ismael Paz (Bass Clarinet)","Víctor Felice, Ariol Aroldo Gessaghi, José Paz, David Aszenmil, Ramón Coronel, Francisco Sammartino (Viola), Ignacio Fuster (Cello)"
Horacio Salgán,Quinteto Real,1960,A Fuego Lento,,Tango,Instrumental,Columbia,Tape,Horacio Salgán,,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Buenos Aires,,Tango,Instrumental,Columbia,Tape,Manuel Jovés,Manuel Romero,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Canaro En París,,Tango,Instrumental,Columbia,Tape,"Juan Caldarella, Alejandro Scarpino",José Scarpino,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,El Arranque,,Tango,Instrumental,Columbia,Tape,Julio De Caro,Mario Gomila,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Ensueños,,Tango,Instrumental,Columbia,Tape,Luis Brighenti,Enrique Cadícamo,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Felicia,,Tango,Instrumental,Columbia,Tape,Enrique Saborido,Carlos Pacheco,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Julián,,Tango,Instrumental,Columbia,Tape,Edgardo Donato,José Panizza,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Mal De Amores,,Tango,Instrumental,Columbia,Tape,Pedro Laurenz,Lito Bayardo,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Organito De La Tarde,,Tango,Instrumental,Columbia,Tape,Cátulo Castillo,José Castillo,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Ya No Cantas Chingolo (Chingolito),,Tango,Instrumental,Columbia,Tape,Antonio Scatasso,Edmundo Bianchi,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Rafael Ferro,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Corralera,,Milonga,Instrumental,Columbia,Tape,Anselmo Aieta,,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,La Trampera,,Milonga,Instrumental,Columbia,Tape,Aníbal Troilo,,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1960,Mal De Amores,,Tango,Instrumental,Columbia,Tape,Pedro Laurenz,,Horacio Salgán,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,Acquaforte,,Tango,Edmundo Rivero,Philips,Tape,Horacio Pettorossi,Juan Catán,Horacio Salgán,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,Sueño Querido,,Tango,Edmundo Rivero,Philips,Tape,Ángel Maffia,Mario Battistella,Horacio Salgán,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,Yo Te Bendigo,,Tango,Edmundo Rivero,Philips,Tape,Juan Filiberto,Juan Bruno,Horacio Salgán,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,Soy Del Noventa,Soy Del 90,Tango,Edmundo Rivero,Philips,Tape,Tito Ribero,Carlos Waiss,Horacio Salgán,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,La uruguayita Lucía,,Tango,Edmundo Rivero,Philips,Tape,,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,Al mundo le falta un tornillo,,Tango,Edmundo Rivero,Philips,Tape,,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,La gayola,,Tango,Edmundo Rivero,Philips,Tape,,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,Alma de loca,,Tango,Edmundo Rivero,Philips,Tape,,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,Trenzas,,Tango,Edmundo Rivero,Philips,Tape,,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,Canchero,,Tango,Edmundo Rivero,Philips,Tape,,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1961,A una mujer,,Tango,Edmundo Rivero,Philips,Tape,,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,A Fuego Lento,Fuego Lento,Tango,Instrumental,Philips,Tape,Horacio Salgán,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,Boedo,,Tango,Instrumental,Philips,Tape,Julio De Caro,Dante Linyera,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,Don Agustín Bardi,A Don Agustín Bardi,Tango,Instrumental,Philips,Tape,Horacio Salgán,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,El Choclo,,Tango,Instrumental,Philips,Tape,Ángel Villoldo,"Juan Catán, Enrique Discépolo",,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,El Entrerriano,El Entrerriano,Tango,Instrumental,Philips,Tape,Anselmo Mendizábal,Ernesto Amor,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,El Marne,,Tango,Instrumental,Philips,Tape,Eduardo Arolas,Gabriel Clausi,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,La Clavada,,Tango,Instrumental,Philips,Tape,Ernesto Zambonini,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,Mano Brava,,Milonga,Instrumental,Philips,Tape,Manuel Buzón,Enrique Cadícamo,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,Ojos Negros,,Tango,Instrumental,Philips,Tape,Vicente Greco,,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,Recuerdo,,Tango,Instrumental,Philips,Tape,Osvaldo Pugliese,Eduardo Moreno,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,Shusheta,El Aristócrata,Tango,Instrumental,Philips,Tape,Juan Cobián,Enrique Cadícamo,,,,,,
Horacio Salgán,Horacio Salgán y su Orquesta Típica,1964,Tierra Querida,,Tango,Instrumental,Philips,Tape,Julio De Caro,Luis Díaz,,,,,,
Horacio Salgán,Quinteto Real,1964,A La Gran Muñeca,,Tango,Instrumental,CBS,Tape,Jesus Ventura,Miguel Osés,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Adiós Muchachos,,Tango,Instrumental,CBS,Tape,Julio Sanders,César Vedani,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,De Puro Guapo,,Tango,Instrumental,CBS,Tape,Pedro Laurenz,Manuel Meaños,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,El Abrojito,,Tango,Instrumental,CBS,Tape,Luis Bernstein,Jesús Blanco,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,El Amanecer,,Tango,Instrumental,CBS,Tape,Roberto Firpo,,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,El Pollo Ricardo,,Tango,Instrumental,CBS,Tape,Luis Fernández,Luis Fernández,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Hotel Victoria,Gran Hotel Victoria,Tango,Instrumental,CBS,Tape,Feliciano Latasa,Carlos Pesce,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Tango Del Eco,,Tango,Instrumental,CBS,Tape,,,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Tema Otoñal,,Tango,Instrumental,CBS,Tape,Enrique Francini,,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Vida Mía,,Tango,Instrumental,CBS,Tape,Osvaldo Fresedo,Emilio Fresedo,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Taquito Militar,,Milonga,Instrumental,CBS,Tape,Mariano Mores,Dante Gilardoni,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,A Fuego Lento,,Tango,Instrumental,CBS,Tape,Horacio Salgán,,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,A Media Luz,,Tango,Instrumental,CBS,Tape,Edgardo Donato,Carlos Lenzi,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,"Adiós, Pampa Mía",,Tango,Instrumental,CBS,Tape,"Francisco Canaro, Mariano Mores",Ivo Pelay,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Buenos Aires,,Tango,Instrumental,CBS,Tape,Manuel Jovés,Manuel Romero,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Caminito,,Tango,Instrumental,CBS,Tape,Juan Filiberto,Gabino Peñaloza,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Canaro En París,,Tango,Instrumental,CBS,Tape,"Alejandro Scarpino, Juan Caldarella",José Scarpino,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,Corralera,,Milonga,Instrumental,CBS,Tape,Anselmo Aieta,,,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
Horacio Salgán,Quinteto Real,1964,El Choclo,,Tango,Instrumental,CBS,Tape,Ángel Villoldo,"Juan Catán, Enrique Discépolo",,60-69 Quinteto,Horacio Salgán,Enrique Díaz,Pedro Láurenz,"Enrique Francini, Ubaldo De Lío (Guitar)"
