Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,Matrix,Disc
Francisco Lomuto,Orquesta Francisco Lomuto,4/13/1929,Perdónala Señor,,Tango,Instrumental,Odeón,,Miguel Eusebio Bucino,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",3941,7803
Francisco Lomuto,Orquesta Francisco Lomuto,14/4/1929 ó 19/4/1929,Zaraza,,Tango,Charlo,Odeón,,"Benjamín Lara, Alfonso Lara","Benjamín Lara, Alfonso Lara",,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",3976,7804
Francisco Lomuto,Orquesta Francisco Lomuto,5/6/1929,Atorrante,,Tango,Charlo,Odeón,,Raúl Joaquín de los Hoyos,Bartolomé Ángel Venancio Alberto Vaccarezza,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4062,7808
Francisco Lomuto,Orquesta Francisco Lomuto,5/6/1929,Patadura,,Tango,Instrumental,Odeón,,José López Ares,Enrique Carrera Sotelo,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4061,7805
Francisco Lomuto,Orquesta Francisco Lomuto,5/6/1929,Rubiecita,,Tango,Charlo,Odeón,,Arturo Schianca,Miguel Andrés,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4063,7808
Francisco Lomuto,Orquesta Francisco Lomuto,5/14/1929,Todavía Hay Otarios,,Tango,Instrumental,Odeón,,Manuel Pizarro,Héctor Behety,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4105,7806
Francisco Lomuto,Orquesta Francisco Lomuto,5/14/1929,Pura Bulla,,Tango,Instrumental,Odeón,,Juan Nikelson,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4108,7807
Francisco Lomuto,Orquesta Francisco Lomuto,6/13/1929,Mis Horas Tristes,,Tango,Instrumental,Odeón,,A. F. Poli,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4234,7808
Francisco Lomuto,Orquesta Francisco Lomuto,6/13/1929,Sin Chance,,Tango,Instrumental,Odeón,,Daniel López Barreto (Daniel Rosas del Urde López Barreto),,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4235,7810
Francisco Lomuto,Orquesta Francisco Lomuto,6/20/1929,Orgullosa,,Tango,Instrumental,Odeón,,J. Salas,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4267,7811
Francisco Lomuto,Orquesta Francisco Lomuto,5/14/1929,Sos Bueno Vos También,,Tango,Instrumental,Odeón,,Francisco Canaro,Juan Caruso,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4106,7807
Francisco Lomuto,Orquesta Francisco Lomuto,6/20/1929,Soy Un Arlequín,,Tango,Charlo,Odeón,,Enrique Santos Discepolo,Enrique Santos Discepolo,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4268,7811
Francisco Lomuto,Orquesta Francisco Lomuto,7/5/1929,Barrio Viejo,,Tango,Instrumental,Odeón,,Guillermo Desiderio Barbieri,Enrique Domingo Cadícamo,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4319,7813
Francisco Lomuto,Orquesta Francisco Lomuto,7/5/1929,Escuchame Che Globero,,Tango,Charlo,Odeón,,Raúl Joaquín de los Hoyos,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4321,7812
Francisco Lomuto,Orquesta Francisco Lomuto,7/5/1929,Pinta Maleva,,Tango,Charlo,Odeón,,Luis Teisseire,Luis Teisseire,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4322,7814
Francisco Lomuto,Orquesta Francisco Lomuto,7/19/1929,Mi Pibe,La Chance,Tango,Instrumental,Odeón,,Enrique Pedro Delfino,Manuel Romero,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4378,7815
Francisco Lomuto,Orquesta Francisco Lomuto,7/26/1929,Comadre,,Tango,Instrumental,Odeón,,Oscar Juan de Dios Filiberti,Celedonio Flores,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4416,7818
Francisco Lomuto,Orquesta Francisco Lomuto,7/26/1929,Evocación,,Tango,Instrumental,Odeón,,"Antonio Rossi, Felix Decillis","Decillis, Rossi",,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4414,7815
Francisco Lomuto,Orquesta Francisco Lomuto,8/14/1929,Cruz De Palo,,Tango,Instrumental,Odeón,,Guillermo Desiderio Barbieri,Enrique Domingo Cadícamo,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4474,7817
Francisco Lomuto,Orquesta Francisco Lomuto,8/14/1929,Deje que la Acompañe,Déjeme que L'acompañe,Tango,Charlo,Odeón,,Augusto Umberto Gentile,Augusto Umberto Gentile,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4475,7817
Francisco Lomuto,Orquesta Francisco Lomuto,8/14/1929,Secante,,Tango,Charlo,Odeón,,Roque Biafore,Luis Rubistein,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4476,7818
Francisco Lomuto,Orquesta Francisco Lomuto,8/23/1929,Alguna Vez,,Tango,Charlo,Odeón,,Enrique Santos Discepolo,Enrique Santos Discepolo,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4506,7820
Francisco Lomuto,Orquesta Francisco Lomuto,8/23/1929,La Última Ronda,,Tango,Instrumental,Odeón,,Julio Pollero,Francisco Lozano,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4504,7819
Francisco Lomuto,Orquesta Francisco Lomuto,7/26/1929,Mosca Muerta,,Tango,Instrumental,Odeón,,Francisco Juan Lomuto,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4415,7816
Francisco Lomuto,Orquesta Francisco Lomuto,8/23/1929,Puro Cuento,,Tango,Charlo,Odeón,,Alberto Alonso,Francisco París,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4505,7821
Francisco Lomuto,Orquesta Francisco Lomuto,9/17/1929,Callejera,,Tango,Charlo,Odeón,,Fausto Miguel Frontera,Enrique Domingo Cadícamo,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4600,7824
Francisco Lomuto,Orquesta Francisco Lomuto,9/17/1929,Media Noche,Medianoche,Tango,Instrumental,Odeón,,Nicolás Alberto Tavarozzi,Eduardo Escaris Méndez,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4598,7820
Francisco Lomuto,Orquesta Francisco Lomuto,9/17/1929,Quinielero,,Tango,Charlo,Odeón,,"Juan F. Noli, Raimundo Petillo","Juan F. Noli, Raimundo Petillo",,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4599,7823
Francisco Lomuto,Orquesta Francisco Lomuto,9/20/1929,Cuando Despiertes,,Tango,Instrumental,Odeón,,José La Vía,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4624,7823
Francisco Lomuto,Orquesta Francisco Lomuto,10/15/1929,Fuelle Amigo,Fueye Amigo,Tango,Charlo,Odeón,,Rosita Quiroga,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4700,7822
Francisco Lomuto,Orquesta Francisco Lomuto,10/15/1929,Moneda Corriente,,Tango,Charlo,Odeón,,Rodolfo Pascual Sciammarella,Alfredo Bertonasco,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4702,7826
Francisco Lomuto,Orquesta Francisco Lomuto,10/30/1929,Prisionero,,Tango,Charlo,Odeón,,Anselmo Alfredo Aieta,Francisco García Jiménez,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4786,7829
Francisco Lomuto,Orquesta Francisco Lomuto,10/22/1929,Puerto Nuevo,,Tango,Instrumental,Odeón,,"Adolfo Pérez “Pocholo” (seudónimo de Adolfo Alejandro Pérez, Gutiérrez)",,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4727,7827
Francisco Lomuto,Orquesta Francisco Lomuto,10/22/1929,Recuerdos,,Tango,Instrumental,Odeón,,J. S. Petrocci,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4730,7827
Francisco Lomuto,Orquesta Francisco Lomuto,10/22/1929,Viejo Amigo,,Tango,Instrumental,Odeón,,Juan Miguel Velich,Juan Velich,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4728,7828
Francisco Lomuto,Orquesta Francisco Lomuto,10/30/1929,Mi Cotorrito Bohemio,,Tango,Instrumental,Odeón,,"M. Vega, Manuel Juan García Ferrari","M. Vega, Manuel Juan García Ferrari",,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4785,7830
Francisco Lomuto,Orquesta Francisco Lomuto,11/5/1929,Dónde Están,,Tango,Instrumental,Odeón,,L. D. Fiordelisi,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4809,7831
Francisco Lomuto,Orquesta Francisco Lomuto,11/5/1929,Lágrimas de Mujer,,Tango,Instrumental,Odeón,,Armando Acquarone,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4808,7831
Francisco Lomuto,Orquesta Francisco Lomuto,11/19/1929,Cascada de Perlas,,Tango,Instrumental,Odeón,,Julián Cardozo,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4913,7833
Francisco Lomuto,Orquesta Francisco Lomuto,11/19/1929,Ojos que No Ven,,Tango,Instrumental,Odeón,,Fonrat Beccar,Eduardo Béccar,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4910,7834
Francisco Lomuto,Orquesta Francisco Lomuto,11/19/1929,Rancho Embrujao,Rancho Embrujado,Tango,Instrumental,Odeón,,Raúl Courau,Francisco García Jiménez,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4911,7836
Francisco Lomuto,Orquesta Francisco Lomuto,11/26/1929,Misa De Once,,Tango,Charlo,Odeón,,Juan José Guichandut,Armando José María Tagini,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",4945,7833
Francisco Lomuto,Orquesta Francisco Lomuto,12/13/1929,De Todo Te Olvidas,Cabeza de Novia,Tango,Charlo,Odeón,,Salvador Merico,Enrique Domingo Cadícamo,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5056,7834
Francisco Lomuto,Orquesta Francisco Lomuto,12/13/1929,Pensalo Bien,,Tango,Charlo,Odeón,,"A. Calvera, E. López","A. Calvera, E. López",,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5055,7838
Francisco Lomuto,Orquesta Francisco Lomuto,12/20/1929,Confesión,,Tango,Instrumental,Odeón,,Julio Romero,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",,
Francisco Lomuto,Orquesta Francisco Lomuto,3/31/1930,En Tres y Punta,,Tango,Instrumental,Odeón,,Francisco Isidro Emilio Martino,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5320,7839
Francisco Lomuto,Orquesta Francisco Lomuto,4/5/1930,Alma De Indio,,Tango,Charlo,Odeón,,Augusto Umberto Gentile,Pedro Córdoba,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5366,7842
Francisco Lomuto,Orquesta Francisco Lomuto,4/5/1930,Piñataro,,Tango,Instrumental,Odeón,,Carlos Sánchez,Carlos Sánchez,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5365,7841
Francisco Lomuto,Orquesta Francisco Lomuto,4/15/1930,Buenos Aires,,Tango,Instrumental,Odeón,,Manuel Jovés,Manuel Romero,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5425,7842
Francisco Lomuto,Orquesta Francisco Lomuto,4/15/1930,Como Los Nardos En Flor,,Tango,Instrumental,Odeón,,"Justo Julián Teófilo Lespés, Zenón Mario Lespés","Eduardo Vieyra [así figura en discos, casetes] o Viera [así figura en Sadaic]",,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5424,7844
Francisco Lomuto,Orquesta Francisco Lomuto,4/24/1930,Dejame Vivir la Vida,,Tango,Instrumental,Odeón,,María Isolina Godard,Francisco García Jiménez,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5452,7846
Francisco Lomuto,Orquesta Francisco Lomuto,4/25/1930,Alma Criolla,A Nelly Omar,Tango,Instrumental,Odeón,,Ratto Valerga,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5456,7843
Francisco Lomuto,Orquesta Francisco Lomuto,4/25/1930,Juventud,,Tango,Instrumental,Odeón,,Luis Teisseire,Roberto Barboza,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5454,7845
Francisco Lomuto,Orquesta Francisco Lomuto,4/25/1930,Quejidos del Tango,,Tango,Instrumental,Odeón,,A. Gatto,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5455,7851
Francisco Lomuto,Orquesta Francisco Lomuto,6/11/1930,Colorao Colorao,,Tango,Instrumental,Odeón,,Alberto Hilarión Acuña,Celedonio Esteban Flores,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5678,7850
Francisco Lomuto,Orquesta Francisco Lomuto,5/16/1930,Nocao de Amor,Knock-out de Amor,Tango,Instrumental,Odeón,,Vicente Lorenzo,Iván Diez,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",,
Francisco Lomuto,Orquesta Francisco Lomuto,6/18/1930,Cuentas Claras,,Tango,Instrumental,Odeón,,Francisco Nicolás Pracánico,Horacio Mansilla,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5748,7848
